CODI;NOM_OFICIAL
186907;Carrer de Lluçà
186951;Carrer M Zona Franca
186973;Carrer de Madame Butterfly
187003;Passatge de Madoz
187105;Carrer dels Madrazo
187150;Plaça de la Mare Nazaria March
187207;Avinguda de Madrid
187400;Carrer de la Madriguera
187502;Passatge de Madrona Piera
187579;Carrer del Maduixer
187659;Plaça de la Mainada
187706;Carrer de la Mestrança
187750;Carrer del Maestrat
188006;Carrer d'Isaac Albéniz
188108;Carrer del Mestre Alfonso
188200;Carrer del Mestre Dalmau
188301;Carrer del Mestre Aloi
188403;Carrer de Manuel de Falla
188458;Carrer de l'Amarant
188480;Carrer de Joan Manén
188505;Plaça de Lluís Millet
188607;Carrer del Mestre Nicolau
188709;Carrer de Francesc Pérez-Cabrero
188753;Carrer del Vesc
188800;Carrer del Mestre Serradesanferm
188902;Carrer de Josep Serrano
189009;Carrer de Ricardo Villa
189100;Carrer dels Mestres Casals i Martorell
189202;Carrer de Magalhães
189304;Passatge de Magarola
189406;Carrer de les Magdalenes
189803;Carrer de Maó
189905;Carrer de Maignon
190100;Carrer de la Maladeta
190201;Plaça de Bonet i Muixí
190303;Carrer de Malats
190405;Carrer del Malcuinat
190609;Passatge de Malet
190700;Carrer de Malgrat
190802;Carrer del Malnom
190904;Passatge de Maluquer
191044;Passatge de Mallofré
191204;Carrer de Mallorca
191408;Carrer de Manacor
191500;Carrer de la Manxa
191601;Carrer de Mandoni
191703;Carrer de Mandri
191805;Carrer d'en Manelic
191907;Carrer de la Manigua
192003;Carrer de Manila
192105;Passatge de Manlleu
192207;Carrer de Manlleu
192309;Carrer de Manresa
192400;Carrer de Manrique de Lara
192502;Carrer de Manso
192604;Carrer del Mas Casanovas
192706;Carrer del Mas Pujol
192808;Torrent de Can Mantega
192900;Carrer de Manuel Angelon
193006;Carrer de Manuel Arnús
193108;Passeig de Manuel Girona
193200;Carrer de Sant Pere de Romanies
193301;Carrer de Manuel Ramon
193403;Placeta de Manuel Ribé
193458;Carrer de Manuel Sanchis i Guarner
193505;Carrer de Manuel Sancho
193607;Passatge de Manuel Sancho
193709;Passatge de les Manufactures
193800;Carrer de Manzanares
193902;Carrer de Mañé i Flaquer
194009;Plaça de Mañé i Flaquer
194100;Carrer de La Maquinista
194155;Parc Forestal de la Meca
194202;Carrer del Mar
194359;Carrer de Maracaibo
194406;Passeig de Maragall
194508;Plaça de Maragall
194600;Carrer de Marcel·lí
194701;Riera de Marcel·lí
194803;Carrer de Marc Aureli
194870;Carrer de Marco Polo
195001;Placeta d'en Marcús
195103;Carrer de la Mare Eterna
195409;Carrer del Maresme
195500;Carrer de Margarit
195602;Carrer de Margenat
195806;Carrer de Marí
195908;Passatge de Marí
196004;Carrer de Maria
196106;Carrer de Maria Auxiliadora
196208;Carrer de Maria Barrientos
196300;Carrer de Maria Paretas
196354;Carrer de Maria Reina
196401;Carrer de Maria Victòria
196503;Carrer de Mariana Pineda
196605;Carrer de Marianao
196707;Carrer de Marià Aguiló
196809;Plaça de Marià Brossa
196900;Carrer de Marià Cubí
197007;Carrer de Marià Labèrnia
197109;Passatge de Marimon
197200;Carrer de Marín
197302;Carrer de la Marina
197404;Passatge de la Marina
197506;Pas de la Marina
197608;Carrer del Torrent de Can Mariner
197620;Passatge de Mariné
197700;Passatge de Mariner
197801;Carrer dels Mariners
197903;Passeig Marítim de la Barceloneta
198000;Carrer de Marlet
198101;Carrer de Marmellà
198156;Carrer del Marbre
198167;Carrer del Marne
198203;Avinguda del Marquès de l'Argentera
198258;Carrer del Marquès de Barberà
198407;Carrer del Marquès de Campo Sagrado
198509;Avinguda del Marquès de Castellbell
198600;Passatge del Marquès de Castellbell
198702;Avinguda de Francesc Ferrer i Guàrdia
198804;Avinguda del Paral·lel
198906;Carrer del Marquès de Foronda
199002;Plaça de Josep Puig i Cadafalch
199104;Carrer del Marquès de Lamadrid
199206;Carrer del Marquès de la Mina
199308;Plaça de la Barceloneta
199400;Carrer del Marquès de Mulhacén
199501;Carrer del Marquès de la Quadra
199603;Carrer del Marquès de Santa Ana
199807;Carrer del Marquès de Santillana
199909;Carrer del Marquès de Sentmenat
200000;Carrer de la Marquesa
200101;Carrer de la Marquesa de Caldes de Montbui
200203;Placeta de la Marquesa de Caldes de Montbui
200305;Carrer de la Marquesa de Vilallonga
200407;Carrer de Marquet
200509;Plaça de Marquilles
200600;Carrer del Marroc
200702;Carrer de Marçà
200906;Carrer de Marsala
201002;Carrer de Marsans i Rof
201104;Carrer de Martí
201206;Carrer de Martí i Alsina
201308;Carrer de Martí Molins
201400;Passeig de Picasso
201501;Carrer de Martínez de la Rosa
201603;Rambla de l'Onze de Setembre
201705;Carrer de Martorell i Peña
201807;Carrer de Martorelles
201909;Passatge de Martras
202005;Carrer del Mas Duran
202050;Camí del Mas Guimbau
202209;Passatge de Mas de Roda
202264;Camí de la Reineta
202275;Camí de la Font dels Pins
202297;Passeig de Solé i Pla
202300;Carrer de Mas Yebra
202402;Plaça de Masadas
202504;Carrer de Mascaró
202708;Carrer de Dolors Masferrer i Bosch
202901;Carrer del Masnou
203008;Passatge de Masoliver
203100;Carrer de Maspons
203201;Carrer de Maspons i Labrós
203303;Carrer de Masquefa
203405;Carrer dels Masriera
203609;Passatge de Massaguer
203802;Carrer de Massanet
203904;Carrer de Massens
204204;Carrer de Mata
204306;Carrer de Matadepera
204703;Carrer del Matagalls
204805;Carrer de Matamala
204907;Carrer de Matanzas
205105;Carretera de Mataró
205150;Carretera Antiga de Mataró
205309;Carrer del Camp del Ferro
205400;Carrer de Mateu
205502;Carrer de Mateu Ferran
205604;Carrer d' Elisabeth Eidenbenz
205808;Carrer de Matilde
205900;Carrer de Matilde Díez
206006;Carrer de Maurici Serrahima
206108;Carrer de Maurici Vilomara
206200;Passatge de Maiol
206356;Carrer Major de Can Caralleu
206403;Carrer Gran de Gràcia
206458;Carrer Major del Rectoret
206469;Plaça Major del Rectoret
206505;Carrer Major de Sarrià
206607;Carrer de la Mecànica
206709;Carrer de les Medes
206800;Carrer de Sant Pere Mitjà
206902;Carrer de Mediona
207009;Carrer de la Mediterrània
207100;Carrer de Meer
207202;Carrer de Mejía Lequerica
207304;Carrer de Mèxic
207406;Carrer de Melcior de Palau
207508;Carrer de Melilla
207600;Torrent de Melis
207701;Carrer de Mendel
207803;Carrer de Méndez Núñez
207905;Passatge de Méndez Vigo
208001;Carrer del Torrent de l'Olla
208056;Carrer Menor de Sarrià
208205;Carrer de Menorca
208307;Plaça del Mercadal
208409;Passatge de Mercader
208602;Carrer de Mercaders
208704;Baixada del Mercat
208806;Carrer del Mercat
208908;Passatge del Mercat
209004;Plaça del Mercat
209106;Passatge Mercantil
209208;Carrer de la Mercè
209300;Passatge de Valeri Serra
209401;Plaça de la Mercè
209503;Carrer de Mercedes
209605;Passatge de Mercedes
209707;Rambla de Mercedes
209809;Carrer del Mercuri
209900;Avinguda Meridiana
210003;Carrer Meridional
210105;Carrer de Messina
210207;Carrer de l'Hostal de Sant Antoni
210309;Carrer de la Metal·lúrgia
210400;Carrer dels Metges
210502;Carrer del Misser Ferrer
210706;Passatge del Mig del Turó
210772;Jardins del Turó del Putxet
210808;Carrer de Miquel Àngel
210900;Carrer de Miquel Bleach
211006;Carrer de Miquel Boera
211050;Carrer de Miquel Ferrà
211108;Carrer de Miquel dels Sants Oliver
211200;Passatge del Mil vuit-cents
211301;Carrer de Milà i Fontanals
211403;Carrer del Miracle
211505;Carrer del Milanesat
211607;Carrer de Milans
211709;Carrer de Milton
211800;Carrer de la Mímica
211902;Carrer de les Mimoses
211957;Passeig del Grèvol
212009;Carrer de Mina
212304;Carrer de la Mina de la Ciutat
212406;Carrer de la Mineria
212508;Carrer de Minerva
212600;Passatge de Ministral
212701;Carrer del Miño
212803;Carrer de Miquel i Badia
212905;Carrer de Mir
213001;Carrer de Mir Geribert
213170;Jardins del Mirador
213205;Carrer de Mirallers
213307;Avinguda de Miramar
213409;Carretera de Miramar
213500;Jardins de Miramar
213602;Passeig de Miramar
213704;Carrer de Mireia
213806;Carrer de Miret i Sans
213908;Avinguda de Mistral
214004;Carrer de Modest Urgell
214106;Carrer de Modolell
214150;Carrer del Mogent
214208;Passatge de Monyarc
214300;Carrer de les Moles
214401;Plaça de Molina
214503;Carrer de Moliné
214605;Carrer del Molí
214627;Camí del Molí de Vallvidrera
214740;Carretera de Molins de Rei
214809;Carrer de Molist
214900;Passeig de Mollerussa
215109;Carrer d'en Mònec
215200;Baixada del Monestir
215302;Carrer del Monestir
215404;Plaça del Monestir
215700;Carrer dels Moneders
215801;Carrer de Monegal
215903;Carrer dels Montfar
216101;Carrer de Monistrol
216203;Carrer de les Monges
216258;Riera de les Monges
216407;Carrer de Monjo
216509;Carrer de Monlau
216600;Carrer de Montmany
216702;Plaça de Mons
216804;Carrer de Montagut
216906;Carrer de Montalegre
217002;Avinguda dels Montanyans
217104;Carrer de la Muntanya
217206;Rambla de la Muntanya
217308;Carrer de Montanyans
217352;Parc Forestal de Montbau
217501;Carrer de Montcada
217603;Placeta de Montcada
217705;Carrer de Montclar
217807;Passeig d'Amunt
217909;Carrer de Mont d'Orsà
217953;Passatge del Mont de Pietat
218005;Carrer de Montecassino
218107;Carrer del Turó de Monterols
218209;Carrer de Monterols
218300;Carrer de Montsió
218402;Carrer de Montevideo
218504;Carretera de Montjuïc
218606;Passeig de Montjuïc
218708;Carrer de Montjuïc del Carme
218800;Carrer de Montjuïc del Bisbe
218901;Carrer de Montmajor
219100;Carrer del Montnegre
219201;Carrer de Montornès
219303;Passatge de Montornès
219507;Carrer de Montpeller
219609;Carrer de Mont-ral
219700;Carrer de Mont-roig
219802;Carrer de Mont-ros
219904;Carrer del Montsant
220007;Carrer del Montsec
220109;Carrer del Montseny
220200;Carrer de Montserrat
220233;Jardins de Montserrat
220255;Passatge de Montserrat
220302;Placeta de Montserrat
220404;Carrer de Montserrat de Casanovas
220506;Carrer de la Muntanya de Montserrat
220608;Carrer de Monturiol
220700;Camí de Can Móra
220903;Carrer de Móra d'Ebre
221000;Carrer de Móra la Nova
221101;Carrer dels Morabos
221203;Carrer de Moragas
221258;Jardins de Moragas
221305;Carrer de Morales
221407;Carrer de Moratín
221509;Carrer de Morató
221600;Carrer del Morell
221702;Passatge de Morenes
221804;Carrer de la Morera
221906;Carrer de les Mosques
221928;Torrent del Rovelló
221950;Plaça de Mossèn Clapés
221972;Jardins de Mossèn Costa i Llobera
222002;Plaça de Mossèn Jacint Verdaguer
222057;Jardins de Mossèn Cinto Verdaguer
222104;Carrer de Mossèn Vives
222206;Carrer dels Motors
222400;Carrer de la Democràcia
222501;Carrer de Moià
222603;Carrer del Moianès
222705;Carrer de Mozart
222909;Carrer de Mühlberg
223005;Passatge de la Mulassa
223107;Passatge de Mulet
223209;Carrer del Municipi
223300;Carrer de Munné
223402;Carrer de Munner
223504;Carrer de Muntadas
223606;Carrer de Muntaner
223708;Carrer de Muntanyola
223901;Carrer de Mur
224008;Carrer de Mura
224100;Carrer de Múrcia
224201;Carrer de Muret
224303;Carrer de Murillo
224405;Carrer de la Murtra
224507;Carrer de la Música
224609;Carrer de les Muses
224700;Carrer de Musitu
224802;Carrer de la Nació
224904;Passeig de Joan de Borbó Comte de Barcelona
225000;Carrer de Nadal
225102;Plaça de Nadal
225204;Carrer de Naïm
225306;Carrer de la Nau Santa Maria
225408;Passatge de Napoleó
225500;Carrer de Nàpols
225601;Carrer de Narbona
225703;Plaça de Narcisa Freixas
225805;Plaça de Narcís Oller
225907;Carrer de la Nau
226003;Carrer de Navarra
226207;Carrer de Navarro i Reverter
226309;Plaça de Las Navas
226400;Carrer de Las Navas de Tolosa
226502;Carrer de Navata
226604;Carrer de Natzaret
226659;Carrer de les Nebuloses
226706;Passatge del Negociant
227006;Carrer de Negrell
227108;Carrer de Negrevernís
227200;Carrer de la Nena Casas
227301;Carrer de Neopàtria
227403;Carrer de Neptú
227505;Plaça de Neptú
227607;Carrer del Nerbion
227709;Carrer de la Neu de Sant Cugat
227800;Carrer de Nicaragua
227902;Carrer de Nicolau de Sant Climent
228009;Carrer del Nil
228053;Passatge del Nil
228100;Carrer de Nil Fabra
228155;Carrer de Nínive
228406;Carrer de Niça
228508;Carrer de Nobel
228600;Carrer de la Noguera Pallaresa
228701;Carrer de la Noguera Ribagorçana
228803;Passatge de Nogués
228905;Carrer del Nord
229001;Plaça del Nord
229103;Carrer del Notariat
229307;Torrent de Cal Notari
229409;Carrer dels Nou Pins
229602;Carrer de Novell
229704;Carrer de Novelles
229806;Carrer de la Mare de Déu dels Àngels
229908;Carrer de la Mare de Déu del Coll
230000;Passeig de la Mare de Déu del Coll
230102;Avinguda de la Mare de Déu de Lorda
230204;Carrer de Conrad Xalabarder
230306;Camí de la Mare de Déu de Lorda
230408;Carrer de la Mare de Déu de les Neus
230500;Carrer de les Coves d'en Cimany
230601;Carrer de la Mare de Déu de Port
230703;Carrer de la Mare de Déu del Remei
230805;Carrer de la Mare de Déu dels Reis
230838;Carrer del Pollancre
230907;Plaça Nova
231003;Carrer Nou de Dulce
231105;Carrer Nou de Porta
231207;Carrer Nou de Sant Francesc
231309;Carrer Nou de Santa Eulàlia
231400;Carrer Nou de Zurbano
231502;Carrer de Numància
231557;Carrer de l'Estartit
231604;Carrer d'Eduard Fontserè
231659;Jardins de la Vil·la Amèlia
231660;Carrer Número 34 Zona Franca
231706;Plaça de Joaquim Folguera
231900;Passatge de Núria
232006;Carrer d'en Panxampla
232301;Carrer del Bisbe Caçador
232403;Carrer del Bisbe Català
232505;Carrer del Bisbe
232607;Carrer del Bisbe Laguarda
232800;Carrer del Bisbe Sivilla
232902;Plaça d'Urquinaona
233009;Carrer d'Obradors
233031;Carretera de l'Observatori Fabra
233100;Carrer d'Ocata
233406;Carrer d'Ogassa
233508;Carrer d'Ojeda
233600;Plaça d'Olèrdola
233701;Carrer d'Olesa
233803;Carrer de l'Oli
233905;Carrer d'Oliana
234001;Passeig Olímpic
234307;Passatge d'Olivé
234409;Passatge d'Olivé i Maristany
234453;Passatge de Camil Oliveras
234500;Carrer de l'Olivera
234602;Carrer de l'Om
234908;Carrer d'Olot
235004;Carrer d'Olvan
235106;Carrer de l'Oblit
235208;Carrer d'Olzinelles
235300;Plaça de les Olles
235401;Carrer d'Aiguallonga
235503;Carrer de Porto
235605;Carrer d'Ignasi Iglésias
235707;Carrer de l'Orduña
235740;Carrer d'Orellana
235809;Plaça d'Orfila
235900;Carrer dels Orgues
236007;Plaça de l'Orient
236109;Carrer d'Oriol
236200;Passatge d'Oriol
236302;Carrer d'Oriol Mestres
236404;Carrer d'Orís
236506;Carrer d'Oristà
236608;Carrer d'Oristany
236700;Carrer de l'Or
236801;Carrer d'Orpí
236878;Passatge del Garric
236903;Carrer d'Ortigosa
236958;Passatge de l'Óssa Major
237000;Carrer d'Osi
237101;Carrer d'Osona
237203;Carrer d'Otger
237305;Carrer d'Òtranto
237484;Passeig del Pavelló Albéniz
237600;Carrer de Pau Alcover
237702;Plaça de Rafael Campalans
237804;Carrer de Pau Ferran
237906;Carrer de Pau Feu
238002;Passatge de Pau Hernández
238035;Carrer del Pisuerga
238104;Carrer de Pablo Sáez de Barés
238206;Passatge de Paca Soler
238308;Carrer del Pacífic
238400;Carrer de Padilla
238705;Carrer del Pare Fidel Fita
238909;Carrer del Pare Gallifa
239107;Carrer del Pare Jacint Alegre
239209;Carrer del Pare Laínez
239253;Plaça del Verdum
239300;Carrer del Pare Manyanet
239504;Carrer del Pare Manjón
239606;Carrer del Pare Pérez del Pulgar
239708;Carrer del Pare Rodés
239800;Carrer del Pare Roldós
239901;Carrer del Pare Secchi
240106;Plaça del Pedró
240208;Carrer de Pàdua
240300;Passatge de Pagès
240503;Carrer de la Palla
240605;Passatge de Palau
240707;Pla de Palau
240900;Carrer de Palafolls
241007;Carrer de Palafox
241200;Carrer de Palamós
241302;Carrer de Palau
241404;Carrer de Palaudàries
241506;Carrer de Palau-solità
241550;Baixada de Palautordera
241608;Carrer de Palència
241700;Carrer de Palerm
241801;Carrer de la Palma
241903;Passatge de la Ciutat de Mallorca
242000;Passeig de la Ciutat de Mallorca
242101;Carrer de la Palma de Sant Genís
242203;Carrer de la Palma de Sant Just
242305;Passatge de les Palmeres
242407;Carrer de la Paloma
242509;Carrer de Palomar
242702;Carrer de Palou
242804;Carrer de Pals
242906;Carrer de Pallars
243206;Carrer de Pamplona
243308;Carrer del Penedès
243400;Carrer de Panamà
243501;Carrer de Panissars
243603;Carrer del Panorama
243705;Carrer de les Panses
243807;Camí del Pantà
243909;Carrer del Pantà de Tremp
244005;Carrer de la Pantomima
244209;Avinguda de Joan XXIII
244300;Plaça de Pius XII
244504;Carrer de Papin
244708;Carrer del Paradís
244800;Carrer del Paraguai
244901;Carrer de Parcerisa
245008;Carrer del Passerell
245052;Baixada del Passerell
245100;Passatge del Passerell
245201;Carrer de Pardo
245303;Carrer de Paredes
245405;Carrer de Parellada
245802;Carrer de París
245904;Passatge de París
246000;Carrer del Parlament
246102;Passatge de Pere Calders
246204;Carrer del Parc
246237;Parc Forestal de la Budellera
246248;Parc de Joan Miró
246259;Parc de la Ciutadella
246270;Parc del Guinardó
246281;Parc Güell
246317;Parc de Montjuïc
246328;Parc de la Guineueta
246394;Carrer del Parc de la Budellera
246500;Carrer de Mossèn Juliana
246601;Passatge del Rector Oliveras
246703;Carrer del Rector Triadó
246805;Carrer del Rector Ubach
246907;Carrer del Rector Voltà
247003;Carrer de Pere Tarrés
247036;Carrer de Parsifal
247058;Parc Forestal de Can Pasqual
247069;Pas Groc de Montbau
247080;Pas Blau de Montbau
247105;Pas de Sota Muralla
247149;Pas Blanc de Montbau
247207;Carrer del Pas de l'Ensenyança
247273;Pas Rosa de Montbau
247295;Pas Violeta de Montbau
247309;Carrer de Pasteur
247353;Carrer de Pascual i Vila
247400;Plaça de Pastrana
247502;Passatge del Patriarca
247604;Carrer de Pau
247659;Carrer de Pau Claris
247706;Plaça de Paul Claudel
247750;Carrer de Pau Gargallo
247808;Carrer de Pavia
248006;Passatge de la Pau
248050;Plaça de Pau Vila
248108;Avinguda de Pearson
248200;Passatge de Pearson
248301;Carrer del Pedraforca
248403;Carrer de Prats de Molló
248505;Plaça de Pedralbes
248550;Parc de Pedralbes
248709;Baixada del Pedregar
248800;Carrer de Pedrell
248902;Passatge de Pedrell
249100;Carrer de Pedret
249202;Carrer de Pere II de Montcada
249304;Carrer de Pere IV
249406;Carrer d'Alarcón
249508;Carrer de Pere d'Artés
249600;Carrer de Pere Blai
249905;Carrer de Verdaguer i Callís
250008;Carrer de Pere Llobet
250100;Carrer de Pere Moragues
250201;Carrer de Pere Oller
250303;Passatge de Pere Ripoll
250405;Passatge de Pere Rodríguez
250450;Carrer de Martí i Julià
250507;Carrer de la Pedrosa
250609;Carrer del Pegàs
250802;Passeig de la Peira
250904;Carrer de Pelai
251000;Carrer de Pelfort
251011;Passatge Pelfort
251102;Carrer del Perill
251408;Carrer dels Penitents
251601;Carrer del Peñalara
251703;Carrer del Penyal
251805;Carrer de Peníscola
251907;Plaça de Pep Ventura
252105;Carrer de Peracamps
252207;Carrer de Perafita
252309;Torrent de Perales
252455;Carrer de Perea
252604;Carrer de Pere Joan
252706;Carrer de Pere Pau
252808;Carrer de Pere Serafí
252900;Carrer del Perelló
253006;Carrer de Pérez Galdós
253108;Carrer dels Periodistes
253301;Carrer de Peris i Mencheta
253403;Passatge de Peris i Mencheta
253505;Carrer de la Perla
253607;Passatge de Permanyer
253709;Carrer d'en Perot lo Lladre
253800;Carrer de Perpinyà
253902;Carrer del Perú
254009;Carrer de la Pescateria
254100;Carrer dels Pescadors
254202;Plaça del Pes de la Palla
254304;Carrer dels Petons
254406;Carrer de Petrarca
254508;Carrer de Petritxol
254600;Carrer de Peronella
254701;Carrer de la Petxina
254803;Carrer del Peu de la Creu
254905;Carrer de Bartomeu Pi
254950;Passeig del Pi Forcat
255001;Carrer de Picalquers
255103;Carrer de Picó i Campamar
255205;Carrer de la Pietat
255307;Passatge de Piera
255409;Carrer de Pierola
255500;Carrer de Piferrer
255602;Passeig de la Pineda
255704;Carrer de Pinar del Río
255908;Carrer de Pineda
256004;Carrer del Pi
256106;Plaça del Pi
256220;Carrer dels Pins de Can Caralleu
256300;Carrer de Pins
256401;Carrer del Pintor Alsamora
256503;Carrer del Pintor Casas
256605;Carrer del Pintor Fortuny
256707;Carrer del Pintor Gimeno
256809;Carrer del Pintor Josep Pinós
256900;Carrer del Pintor Mir
257007;Carrer del Pintor Pahissa
257109;Carrer del Pintor Pradilla
257142;Carrer del Pintor Ribalta
257164;Carrer de l'Albercoquer
257200;Carrer del Pintor Tapiró
257302;Passatge del Pintor Tapiró
257404;Carrer de la Pintura
257506;Carrer dels Pinzón
257608;Passatge de Pinyol
257700;Carrer de Piquer
257801;Passatge de Piquer
258203;Carrer dels Pirineus
258407;Carrer del Pistó
258509;Carrer de Pitàgores
258600;Passatge de Pitàgores
258702;Carrer de Pizarro
258804;Passatge de Pla
259002;Carrer del Pla dels Cirerers
259104;Carrer del Pla de Fornells
259159;Camí del Pla Llorens
259308;Baixada de la Plana
259400;Carrer de la Plana
259501;Passatge de la Plana
259603;Passatge de Planell
259705;Carrer de Planella
259807;Carrer del Planeta
259909;Carrer de Plantada
260001;Carrer de la Plata
260103;Carrer de l'Argenteria
260158;Carrer de Plató
260307;Carrer de Platja d'Aro
260340;Platja de Sant Miquel
260409;Carrer de Plegamans
260500;Carrer del Plom
260602;Carrer de Plutó
260704;Carrer de la Pobla de Lillet
260781;Carrer de Poblet
260806;Carrer de la Poesia
260908;Plaça del Poeta Boscà
261004;Carrer del Poeta Cabanyes
261037;Carrer del Poeta
261106;Parc del Poeta Eduard Marquina
261150;Carrer del Boix
261208;Carrer del Poeta Masifern
261300;Plaça del Consell de la Vila
261376;Carrer de les Poncelles
261401;Carrer de Polònia
261478;Camí del Polvorí
261503;Carrer del Pom d'Or
261605;Carrer de Pomar
261707;Carrer de Pomaret
261853;Avinguda de Pompeu Fabra
261875;Plaça de Pompeu Gener
261900;Carrer de Ponce de León
262007;Carrer de Pons
262109;Plaça de Pons i Clerch
262200;Carrer de Pons i Gallarza
262302;Carrer de Pons i Serra
262404;Carrer de Pons i Subirà
262608;Carrer de Pontevedra
262700;Carrer de Pontils
262801;Carrer de Pontons
262903;Carrer de Porrera
263000;Carrer de Porta
263101;Passatge de Porta
263203;Carrer de les Portadores
263407;Carrer de Portbou
263509;Carrer de Portlligat
263600;Carrer del Portell
263702;Plaça dels Porxos
263804;Carrer de Portolà
263906;Carrer de Portugal
264002;Carrer de Portugalete
264206;Carrer de l'Avenir
264308;Carrer de Potosí
264400;Carrer del Pou de la Cadena
264501;Carrer del Pou Dolç
264603;Carrer del Pou de l'Estanc
264705;Carrer del Pou de l'Estany
264807;Carrer del Pou de la Figuera
265005;Carrer del Pou
265209;Carrer del Pou de la Riera
265300;Carrer de Prada
265402;Carrer de Praga
265504;Carretera del Prat
265708;Rambla de Prat
265800;Carrer del Prat d'en Rull
266008;Carrer dels Prats de Rei
266100;Carrer de Prat d'en Roquer
266201;Carrer de Premià
266405;Rambla de Prim
266507;Plaça de Prim
266551;Passatge de Prim
266802;Carrer de Julián Besteiro
266904;Carrer de la Princesa
267000;Avinguda de la Riera de Cassoles
267102;Carrer del Príncep Jordi
267306;Carrer del Príncep de Viana
267500;Carrer del Priorat
267601;Carrer de la Proclamació
267703;Carrer del Profeta
267805;Carrer del Progrés
267816;Carrer dels Nou Barris
267838;Plaça de Ventura Gassol
267850;Carrer del Tossal
267907;Carrer de Provençals
268003;Carrer de Provença
268105;Carrer de la Providència
268207;Carrer de Pruit
268309;Passatge de Prunera
268400;Carrer del Pont
268502;Carrer del Pont de Sant Martí
268604;Carrer del Pont del Treball Digne
268808;Avinguda del Portal de l'Àngel
269006;Carrer del Portal Nou
269108;Plaça del Portal de la Pau
269200;Carrer del Portal de Santa Madrona
269301;Carrer de la Portaferrissa
269403;Carrer de Puerto Príncipe
269607;Plaça del Nen de la Rutlla
269709;Carrer de Puig i Cadafalch
269800;Carrer del Puig Castellar
269902;Avinguda de Puig de Jorba
270005;Carrer de Puig i Valls
270107;Carrer de Puigcerdà
270209;Carrer de Puiggarí
270300;Carrer de Puiggener
270402;Passatge del Puigmadrona
270606;Carrer de Puigmartí
270708;Carrer de Puig-reig
270800;Carrer de Puig i Xoriguer
270901;Carrer de Pujades
271100;Passeig de Pujades
271201;Carrer de Pujalt
271303;Carrer de Pujol
271507;Carrer de Can Pujolet
271609;Passatge d'en Pujolet
271700;Carrer de la Puríssima
271802;Carrer de la Puríssima Concepció
271904;Carrer del Putxet
272000;Carrer de Quer
272204;Carrer de Queralt
272408;Carrer de Quesada
272452;Carrer del Quetzal
272500;Carrer de Quevedo
272601;Carrer de la Química
272703;Carrer d'en Quintana
272805;Passatge de Quintana
273003;Carrer de Quito
273207;Carrer de Rabassa
273309;Carrer del Rabí Rubèn
273353;Carrer de la Rábida
273400;Carrer de Radas
273502;Carrer del Radi
273706;Carrer de Rafael Batlle
273808;Carrer de Rafael Capdevila
273852;Carrer de Ràfols
273900;Carrer del Rajoler
274006;Carrer de les Ramelleres
274108;Carrer de Puig d'Óssa
274200;Carrer de Ramiro de Maeztu
274301;Carrer de Ramis
274505;Carrer de Ramon Albó
274607;Placeta del Pi
274651;Placeta de Ramon Amadeu
274709;Carrer de Ramon Batlle
274800;Carrer de Ramón y Cajal
274902;Plaça de Raimon Casellas
275100;Carrer de Ramon Mas
275202;Carrer de Ramon Miquel i Planas
275257;Plaça de Ramon Riera
275304;Carrer de Ramon Rocafull
275450;Plaça de Raquel Meller
275508;Carrer de Raset
275600;Avinguda dels Rasos de Peguera
275701;Passatge de Ratés
275803;Carrer d'en Rauric
275905;Carrer de Ravella
276001;Plaça Reial
276103;Carrer de l'Isard
276307;Carrer de Recesvint
276500;Carrer del Rector Bruguera
276602;Carrer del Rector de Vallfogona
276680;Avinguda del Rectoret
276704;Carrer de la Rectoria
276908;Carrer del Rec
277004;Carrer del Rec Comtal
277106;Passatge del Redemptor
277208;Carrer de Regàs
277300;Carrer del Regent Mendieta
277401;Passatge del Regent Mendieta
277503;Carrer del Regomir
277605;Plaça del Regomir
277707;Carrer de Reig i Bonet
277809;Carrer de la Reina Amàlia
277900;Carrer de la Reina Cristina
278007;Passeig de la Reina Elisenda de Montcada
278109;Carrer de la Reina Elionor
278200;Avinguda de la Reina Maria Cristina
278302;Plaça de la Reina Maria Cristina
278404;Carrer de la Reina Victòria
278459;Jardins de la Reina Victòria
278608;Carrer de Reixac
278700;Passatge del Rellotge
278801;Carrer de Rembrandt
278903;Carrer del Remei
279101;Carrer de la Renaixença
279203;Carrer de Renart
279407;Carrer del Repartidor
279509;Plaça d'Angeleta Ferrer
279600;Avinguda de la República Argentina
279702;Carrer de Requesens
279804;Carrer de la Residència
279906;Carrer de la Ginestera
280100;Carrer de Reus
280202;Carrer de Mossèn Amadeu Oller
280304;Carrer de Mossèn Josep Bundó
280406;Carrer de Mossèn Quintí Mallofrè
280508;Carrer de Mossèn Epifani Lorda
280552;Carrer de Mossèn Xiró
280574;Carrer de Mossèn Masdexexart
280600;Plaça del Rei
280701;Carrer del Rei Martí
280803;Carrer dels Reis Catòlics
280858;Carrer de la Belladona
280905;Carrer de Rialb
281103;Carrer de la Ribagorça
281307;Carrer de Ribes
281409;Carretera de Ribes
281500;Carrer de Ribelles
281602;Carrer de la Ribera
281657;Passatge de Ricard Canals
281704;Carrer de Ricardo Calvo
281806;Carrer de Ricart
282004;Carrer de Riells
282106;Carrer de la Riera Alta
282208;Carrer de la Riera Baixa
282252;Riera Blanca
282300;Carrer de la Riera d'Horta
