CODI;NOM_OFICIAL
701668;Carrer de la Maternitat d'Elna
701669;Parc de Joan Reventós
701670;Carrer Sense Nom (Palamós-Sagaró)
701671;Plaça de Terenci Moix
701673;Jardins d'Irene Polo
701674;Jardins de José Ignacio Urenda
701675;Jardins de William Shakespeare
701676;Carrer de Fèlix Amat
701677;Carrer de Joan B. Cendrós
701678;Avinguda d'Arturo Mundet
701679;Plaça d'Anna Gironella
701680;Plaça de Manuel Baldrich
701681;Carrer de Rosario Pi
701682;Jardins de Càndida Pérez
701683;Plaça del Mirall de Pedralbes
701684;Carrer d'Hipàtia d'Alexandria
701685;Carrer d'Olympe de Gouges
701686;Passatge de Carmen de Burgos
701687;Jardins de les Sufragistes Catalanes
701688;Carrer de Palafrugell
701689;Carrer de Paulo Freire
701690;Parc dels Garrofers
701691;Carretera de Circumval·lació Tram 4
701694;Carrer de Cal Cisó
701701;Carrer Sense Nom (Motors-Tortosa)
701702;Placeta de Martina Castells
701703;Placeta de Ramon Torres Casanova
701704;Plaça de Joan Pelegrí
701705;Carrer dels Tallers Ferroviaris
701706;Jardins de Ma. Lluïsa Algarra
701707;Jardins de Miquel Martí i Pol
701708;Jardins de Pepa Colomer
701709;Plaça de Martínez Hueso
701710;Jardins d'Ángeles López de Ayala
701711;Jardins de Virginia Woolf
701712;Jardins de Leonor Serrano
701713;Jardins de Mercè Rovira
701714;Placeta de Sant Francesc Coll
701715;Jardins de Maria Soteras Mauri
701716;Plaça de Jesús Carrasco
701717;Jardins de Maria Dolors Bargalló i Serra
701718;Plaça de la Terra
701719;Plaça de Carmen Laforet
701720;Passatge de Ma. Àngels Rivas
701721;Passatge de Llucieta Canyà
701722;Platja del Somorrostro
701723;Plaça del Vuit de Març
701724;Placeta de Miquel Pallés
701725;Jardins de Helen Keller Adams
701726;Plaça de la Font del Mont
701727;Jardins d'Els Setze Jutges
701729;Jardins de Llucmajor
701731;Plaça de les Bugaderes d'Horta
701732;Jardins de Maria Capdevila
701733;Plaça de Margarida Fort
701734;Plaça d'Herta Frankel
701735;Plaça de Mossèn Eduard Piquer
701736;Jardins de Maria Manonelles
701737;Jardins de Beatriu de Pinós-Milany
701738;Camí de la Font Muguera
701739;Camí del Turó d'en Segarra
701740;Camí de la Serra d'Agudells
701741;Pas del Rei
701743;Camí de les Llars Mundet
701744;Camí de Can Piteu
701745;Camí de Can Ferrer
701746;Camí de Can Rius a Torre Baró
701747;Plaça de Ramon M. Roca Sastre
701748;Carrer de Francesc Pedra
701749;Jardí de Sempronio
701750;Jardins de Martí Luter
701751;Plaça de Les Dones de Nou Barris
701752;Jardí de Margarita Wirsing i Bordas
701753;Jardins de Ramon Aramon i Serra
701754;Jardí de Maria Rosa Farré i Escofet
701755;Jardí de Maria Teresa Vernet i Real
701756;Jardins d'Emília Miret i Soler
701757;Jardins de Maria Àngels Anglada i d'Abadal
701758;Jardins de Winston Churchill
701759;Jardins d'Enric Sagnier
701760;Jardins d'Eduard Batiste i Alentorn
701761;Carrer Sense Nom (Rbla Poblenou Malta)
701762;Carrer del Port de Xangai
701763;Carrer del Port de Tarragona
701765;Carretera C-58 (Barcelona)
701766;Carretera C-58 (Ripollet)
701767;Carrer Sense Nom (339101 701666)
701768;Carrer Sense Nom (Casernes Sant Andreu)
701769;Rotonda de l'Àncora
701770;Rotonda Delta 1
701771;Rotonda de la Sirena
701772;Pont 31C
701773;Pont 32A
701774;Pont 32B
701775;Pont 32C
701776;Pont 32D
701777;Pont 32E1
701778;Pont 32E2
701779;Pont 32F
701780;Pont 32G1
701781;Pont 32G2
701782;Pont 32H1
701783;Pont 32H2
701784;Jardins de Can Verdaguer
701785;Mirador de Joan Sales
701786;Moll de la Nova Maians
701787;Jardins d'Agustí Centelles
701789;Jardins d'Elvira Farreras Valentí
701790;Passatge de Josep Mula
701791;Camí d' Edmund Hillary
701792;Camí de Tenzing Norgay
701793;Placeta d'Els Blaus
701794;Plaça d'Enriqueta Gallinat
701795;Jardí d'Ignàsia Salvans
701796;Plaça de Rosa Balcells i Llastarry
701797;Passatge de Josep Durall i Pujol
701798;Carrer de La Farola
701799;Carrer dels Faroners
701800;Carrer del Far de Llobregat
701801;Carrer d'Ignasi de Solà-Morales i Rubió
701802;Placeta de Lluís Ulloa i Cisneros
701803;Carrer Sense Nom (Andana Estació Coronel Monasterio)
701805;Placeta de Vicenç Albert Ballester
701806;Plaça de Montserrat Casals
701807;Passatge de Mossèn Carles Oller
701808;Plaça de Mercè Sala
701809;Jardins de Creu Casas
701810;Jardins de Tecla Sala
701811;Jardins de Joan Brossa
701812;Jardins de Joan Prats
701813;Jardins de la Reina Elisabeth Cristina de Brunsvic-Wolfenbüttel
701814;Jardins de Violant de Bar
701815;Parc de Can Rigal
701816;Plaça de Josep Antoni Coderch
701817;Plaça de Santiago Pey
701818;Carrer 27 del BZ
701819;Carrer 28 del BZ
701820;Parc de les Rieres d'Horta
701821;Ronda del Port
701822;Jardí de Salvador Escamilla
701823;Carrer de Simó Ferrer
701824;Mirador de l'Arquitecte Ignasi de Lecea
701825;Carrer dels Encants Vells
701827;Jardins d'Elisava
701828;Passatge de Xavier Llorens
701829;Carrer Sense Nom (Banys Fòrum)
701830;Plaça de Dolors Vives
701831;Jardins de Rosa Deulofeu
701838;Jardins de Can Xiringoi
701839;Placeta de les Dones de Ravensbrück
701840;Jardí de Baltasar Porcel
701841;Jardí de Sobreroca i Ferrer
701842;Jardins d'Alícia de Larrocha
701843;Era de Cal Feliu
701844;Passatge dels Camps de la Marina
701845;Carrer de Neus Bouzá
701846;Plaça d' Humberto Rivas
701847;Plaça del Doctor Matias Guiu
701848;Jardins dels Encants Nous
701851;Passatge d' Antonio Ruiz Villalba
701852;Carrer de Micaela Chalmeta
701853;Passatge de Maria Canals
701854;Jardins de les Dones de la Motor Ibèrica
701855;Carrer de Joana Alemany
701856;Jardins d' Ana Figuera
701857;Carrer 29 del BZ (No Oficial)
701858;Plaça de les Pedreres de Can Baró
701859;Passatge d' Isabel Vicente
701860;Plaça de Maria Mullerat
701861;Placeta de Dolors Palau i Roura
701862;Passatge de Carme Aymerich
701863;Jardí d' Assumpció Català
701864;Jardins de Montserrat Figueras
701865;Jardí d' Antònia Vilàs i Ferràndiz
701866;Plaça de Carme Simó
701868;Jardins de Dolors Canals i Farriols
701869;Carrer de Sense Nom (Elisava)
701870;Plaça dels Drets dels Infants
701871;Plaça d' Anna Lizaran
701872;Jardí dels Tarongers
701873;Plaça de Can Basté
701874;Jardins d' Elisa García Sáez
701875;Plaça de Vilabesòs
701876;Plaça del Canòdrom
701877;Plaça de Maria Luisa Granero
701878;Plaça de Carme i Enriqueta Soriano i Tresserra
701879;Placeta d' Angelina Alòs i Tormo
701880;Jardins de Maria Carbonell i Mumbrú
